,projectid,teacher_acctid,schoolid,school_ncesid,school_latitude,school_longitude,school_city,school_state,school_metro,school_district,school_county,school_charter,school_magnet,teacher_prefix,primary_focus_subject,primary_focus_area,secondary_focus_subject,secondary_focus_area,resource_type,poverty_level,grade_level,total_price_including_optional_support,students_reached,eligible_double_your_impact_match,date_posted,datefullyfunded
116172,ede58c73750d09689302d977f540dd2d,5e6fb72350357b9a11b9fb928f4aa891,22ea7ac67f77ade92a1a8739dc995856,,34.442802,-117.293297,Hesperia,CA,suburban,Hesperia Unified School Dist,San Bernardino,t,f,Mr.,Music,Music & The Arts,,,Technology,highest poverty,Grades 9-12,228.53,159.0,f,1/20/12,3/4/12
87579,b33cb51cc19693f420e9dea8e8d97f18,af3f291e6415a52408de734d6f5d806b,fa942c2d27b8c57105129587f4cc4b45,402961000000.0,35.258881,-96.944822,Tecumseh,OK,rural,Tecumseh School District I-92,Pottawatomie,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades PreK-2,590.76,36.0,f,9/1/12,10/3/12
26500,36c2e20a68e501093d3f00f4d121cf9b,74c85de24dda20d5f06925ab75f70dc6,aadcf919e7a8bdc579b3380f61aa28ea,263021000000.0,42.520293,-82.93074200000001,Roseville,MI,suburban,Roseville Cmty Sch District,Macomb,f,f,Mrs.,Character Education,Applied Learning,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 6-8,359.12,250.0,f,1/5/13,2/4/13
44708,5c22a96a886ce740bb5b552638cc890f,ba66d2e11df10ff8238d1235a7f98106,378a26c31c71b065efbdf890dc84672f,230732000000.0,44.108259000000004,-70.18695,Lewiston,ME,urban,Lewiston Public Schools,Androscoggin,f,f,Mrs.,Special Needs,Special Needs,,,Other,highest poverty,Grades 3-5,267.67,25.0,f,11/13/13,12/21/13
60749,7cee78479a98ed68e1da1ae3146c937b,7556fb5a6bd917029953263ac3c8428c,674ecce3adbffcee71fb06dc9b36bf4f,530771000000.0,47.631347,-122.308373,Seattle,WA,urban,Seattle School District 1,King,f,f,Ms.,Literacy,Literacy & Language,Special Needs,Special Needs,Other,moderate poverty,Grades PreK-2,202.62,26.0,t,9/30/12,10/11/12
103822,d4880ba54b6b0704810092c4823a1bac,f3e0ff0744a1d13fa7a55df6bf7adaa6,3d817fd8a8433bb4691c67fd311b6514,370219000000.0,35.728184000000006,-81.379982,Hickory,NC,rural,Hickory Public Schools,Catawba,f,f,Ms.,Visual Arts,Music & The Arts,Mathematics,Math & Science,Technology,highest poverty,Grades PreK-2,499.15,21.0,f,10/4/13,10/23/13
76260,9c2ff20422019cd856430973fac105e7,30f2395aefc896e176e4fd1e1e7ff87a,c79ce09b6e01ab860af613aba8315ca2,60016010254.0,37.329588,-119.635977,Oakhurst,CA,rural,Yosemite Unified School Dist,Madera,f,f,Mrs.,Visual Arts,Music & The Arts,,,Technology,high poverty,Grades 9-12,425.52,15.0,t,9/15/13,10/7/13
16323,21ba3f7c4f313b03588f4f169cf936aa,96553fe59c65755e207be0c08967128a,abd26869185bfb45e5e1deb8196a9ad6,63255005052.0,37.991489,-122.286621,Pinole,CA,suburban,West Contra Costa Usd,Contra Costa,f,f,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Books,highest poverty,Grades 9-12,510.95,60.0,f,10/6/13,10/23/13
46038,5ecefbc48d299254a8136e1d785f47c7,d09da3dd21e38faf740fa5f69f55e5e4,1dfbd34a990fdecf8bc9ce48d0d382be,550852000000.0,43.057533,-89.312073,Madison,WI,,Madison Metropolitan Sch Dist,Dane,f,f,Mrs.,Literature & Writing,Literacy & Language,College & Career Prep,Applied Learning,Technology,highest poverty,Grades PreK-2,363.99,60.0,f,10/22/12,12/14/12
105570,d80cc9bd1678019ca3c2137a9164f430,a5dafc1e21c41265eaa163a8b0e31fea,a838b0e2af187ae459132c276000e36a,150003000000.0,21.664768,-158.050151,Haleiwa,HI,,Windward Oahu School District,Honolulu,f,f,Mrs.,Literacy,Literacy & Language,Environmental Science,Math & Science,Technology,moderate poverty,Grades 3-5,867.51,24.0,f,11/1/13,12/26/13
44290,5b538c6c6af40cbe0e35112152844927,1e75212cf4ad52ea1905faa2c2f9afd8,f5ccd3bfa7a1a4ae296186470316167c,411004000000.0,45.468266,-122.62829599999999,Portland,OR,urban,Portland School District 1j,Multnomah,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,2418.75,24.0,f,1/5/13,1/21/13
98312,c94689592f4b3adf0fe1eebd4398849e,940f9eb53548393b1500c9bc5c424d97,cb1c2b129fef61863552c13818495aef,63075004784.0,38.895523,-121.070672,Auburn,CA,suburban,Placer Union High School Dist,Placer,f,f,Mrs.,Health & Life Science,Math & Science,History & Geography,History & Civics,Books,high poverty,Grades 9-12,293.78,75.0,t,10/6/12,11/1/12
23649,30c0c20e99205392c7d085505d977443,fc78d5ff789ef5a3f9009b98aba0f104,775f0d90b9919b1123deb5bf1de24fb4,421899000000.0,40.031483,-75.230675,Philadelphia,PA,urban,Philadelphia City School Dist,Philadelphia,f,f,Ms.,Early Development,Applied Learning,Special Needs,Special Needs,Other,highest poverty,Grades PreK-2,512.85,8.0,f,2/16/13,4/6/13
92804,bdef04ee2da96f2812aed32dd3d01ade,f2f3deab718bb5691fee9a81f4beaec5,cfacfaf7da128ad2c5f381bd5c2f5498,62271003088.0,34.099185999999996,-118.340073,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,t,Ms.,College & Career Prep,Applied Learning,,,Technology,highest poverty,Grades 9-12,818.34,105.0,t,1/30/12,2/25/12
79572,a2c40f5733d017ab1c44ed92d07fb5d3,95fc8385841420b771d091d6015d4341,b66feb6e556acbb4ab08680ce0543cd2,61488001874.0,33.797706,-117.98458400000001,Garden Grove,CA,suburban,Garden Grove Unif School Dist,Orange,f,f,Mr.,Performing Arts,Music & The Arts,Music,Music & The Arts,Technology,highest poverty,Grades 9-12,1090.81,265.0,t,9/20/12,11/15/12
121038,f7fb1ef0622d6ebf9505195812eb3a91,b3a612ab7d36abb7f6706ee77ceaab2d,b460489cac40aa773dd05c224f6319c2,10173000599.0,34.436428,-86.933176,Hartselle,AL,,Hartselle City School District,Morgan,f,f,Mrs.,Applied Sciences,Math & Science,,,Supplies,moderate poverty,Grades 9-12,529.09,48.0,f,5/25/13,7/13/13
48345,6390a93dc46fc24a62796c103490192e,e2ff877bb6267bf1beb8233b2f84e6f2,a0672dd2707d0f88e98f6ed47f07c89b,530396000000.0,47.379540000000006,-122.17150900000001,Kent,WA,urban,Kent School Dist 415,King,f,f,Mrs.,Environmental Science,Math & Science,Literacy,Literacy & Language,Books,high poverty,Grades 6-8,558.19,27.0,f,5/10/12,8/14/12
30492,3f07b294e6359e312dd6d437523746e4,e456e808480f4609de6a9b36609f1997,57c2d2332a1555df2694193590c6ecdb,,41.628677,-83.66544300000001,Toledo,OH,urban,[County run],Lucas,t,f,Ms.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,678.92,27.0,f,11/26/12,2/1/13
50762,6883f3213fc89f843ac6feab2b6aecd3,e3f36aa2116e9abe1ffa65dc0ed8d7b8,9f1c4338bf647d393640ae5aa16caf4b,80234006483.0,39.71859,-104.712379,Aurora,CO,rural,Aurora Public School District,Arapahoe,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades PreK-2,1306.09,40.0,f,9/7/13,9/19/13
58089,779605be029174b41fd5e38b89525e8b,e1c9041b28f768b4a5d3946f08d7abf1,d33efac22d736c3e5f9d543512a96731,370495000000.0,36.100970000000004,-81.298704,Boomer,NC,rural,Wilkes Co School District,Wilkes,f,f,Mrs.,Literacy,Literacy & Language,Mathematics,Math & Science,Supplies,highest poverty,Grades PreK-2,416.45,20.0,f,6/11/13,9/7/13
33897,45e96fb4b9396404a1e3b6c5c5d8f532,76b7e2738a4d9c11a1d72a1d7a81bb2b,8c4e7004869972f86e3db2d75866fc27,,29.727498999999998,-95.320923,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Mr.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,344.45,100.0,f,9/3/12,10/27/12
100531,cdb59a7bfdb79bd7e259473adc2b64dc,751fefb57c723ce8e7fe72d67108e872,160049502b4c6ff84849783ca4441e2e,120087000000.0,27.956575,-82.51899,Tampa,FL,urban,Hillsborough Co Pub Sch Dist,Hillsborough,f,t,Ms.,Applied Sciences,Math & Science,Literacy,Literacy & Language,Technology,high poverty,Grades PreK-2,954.16,18.0,t,10/9/13,11/11/13
61566,7e93fd96c87b129dbbeb364fad67eebe,65d7f419f0e5122723d5bb80f2e4680a,ef5cb197117e3601fe84152234b7bdf2,262094000000.0,43.154179,-83.411041,Columbiaville,MI,rural,Lakeville Cmty School District,Lapeer,f,f,Mr.,Other,Applied Learning,Literacy,Literacy & Language,Technology,high poverty,Grades 3-5,407.64,25.0,f,11/26/13,12/21/13
55949,734e792c935caee8217dcda1df1ed7ce,0b595ca7bdee97029fc6c995dcd85cf3,cc067884e2a5af906ca2867160108ee6,130012000000.0,33.833096000000005,-84.40741700000001,Atlanta,GA,urban,Atlanta Public Schools,Fulton,f,f,Ms.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Technology,high poverty,Grades 6-8,1971.19,125.0,t,11/3/13,11/26/13
4186,08d09b9f533278c86a46d95b42c693d6,68fd278fecb88f53cf2222b7fe32ec2b,57378d3da4a7561f774b191b2d114237,90279000547.0,41.312437,-72.914712,New Haven,CT,urban,New Haven City School District,New Haven,f,t,Ms.,Literature & Writing,Literacy & Language,Literacy,Literacy & Language,Technology,highest poverty,Grades 9-12,527.05,100.0,f,10/1/13,11/13/13
108373,ddae695edfeb26b363326f609aa4330f,5b8874ad836ba33754bdfa0842dbeefa,24d9d0c4377eb02ed302158b2b75cd6f,370297000000.0,35.111889,-80.85121099999999,Charlotte,NC,urban,Charlotte-mecklenburg Sch Dist,Mecklenburg,f,f,Mrs.,Literacy,Literacy & Language,Social Sciences,History & Civics,Other,high poverty,Grades PreK-2,851.06,130.0,t,8/22/13,9/17/13
100793,ce3869eb03f970b5e4b45f1510a264fa,cae7c25b4bd5925371a3d144a9bce4b2,395d41cc0a3a01cd738763f8f98de9c1,130123000000.0,33.56094,-84.322271,Jonesboro,GA,suburban,Clayton Co Public Schools,Clayton,f,f,Mrs.,Literature & Writing,Literacy & Language,ESL,Literacy & Language,Books,highest poverty,Grades 3-5,258.34,30.0,f,10/22/13,10/29/13
52960,6d0301bf63cbb1c67495ed8aef213873,f202af70fc6d8c6fcbf22badfeeb5bd9,954cbc87f4707715bd52852343abbe66,,34.209122,-119.18308300000001,Oxnard,CA,,Ventura Unif School District,Ventura,f,f,Mrs.,Environmental Science,Math & Science,Special Needs,Special Needs,Supplies,high poverty,Grades 6-8,341.14,40.0,f,5/24/13,6/17/13
86251,b0721b443db1d8cb6bb34c52dca919c2,4a8ce54dd83bee49faab0e874ac31114,7866ce218d67ec924862eeef41bcca7a,402025000000.0,35.348883,-97.469088,Moore,OK,suburban,Moore School District I-2,Cleveland,f,f,Mrs.,History & Geography,History & Civics,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades PreK-2,221.81,22.0,f,8/9/13,8/16/13
108721,de5fdf73f52ca898ea52079672a853d3,9997cd6f51d831f6e71399bffe11ec2d,ea8ff30c4c14719ebe05b7b0554341fd,230993000000.0,43.706196999999996,-70.289885,Portland,ME,urban,Portland Public School Dist,Cumberland,f,f,Ms.,Mathematics,Math & Science,ESL,Literacy & Language,Technology,moderate poverty,Grades PreK-2,1030.94,20.0,f,10/20/13,11/22/13
95209,c2cda1d7227db40ca1fb02db36efc3a9,9e147d80bd3896c675c053a92b811b74,7a5aabd09eba4d4cb84771012d838f17,,29.727498999999998,-95.320923,Houston,TX,urban,Texas Dept of Education,Harris,t,f,Ms.,Health & Life Science,Math & Science,,,Supplies,highest poverty,Grades 3-5,536.33,110.0,t,10/3/13,11/3/13
44486,5bb411e70f7b15273f204a6c4d4cae3c,eaf701acc1686ecc055fedec93b4b0e5,9040de4e7a194d33d0cffdc83c1d1d97,40146000077.0,31.561977000000002,-110.29968999999998,Sierra Vista,AZ,,Sierra Vista Unif Sch Dist 68,Cochise,f,f,Ms.,Visual Arts,Music & The Arts,Community Service,Applied Learning,Supplies,highest poverty,Grades PreK-2,499.67,25.0,f,1/20/13,4/20/13
80383,a474b6b8af581ed7aa7a71563e31a605,88316f35e9037f7b8be64858920d8be6,3c141061f73d65958be0eba446f3184d,130012000000.0,33.831746,-84.378913,Atlanta,GA,urban,Atlanta Public Schools,Fulton,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Supplies,highest poverty,Grades PreK-2,341.29,21.0,t,9/13/13,10/7/13
34587,47470693f704d165dc34e36db3ef87af,1d99dfb4f651badb2a48eca218e7c0d7,d09f2a8fa5e0093f89e74ab1fcc83dde,60639005790.0,35.303113,-119.06402,Bakersfield,CA,urban,Panama-buena Vista Union SD,Kern,f,f,Mr.,Applied Sciences,Math & Science,Other,Applied Learning,Technology,highest poverty,Grades 6-8,609.15,500.0,t,5/25/13,9/11/13
117862,f147eea70d3244b72cdcce3e27d981d7,90d696a5ecb4c128b835881aa8e419b0,3db164ed70f684525607fa39763d2b6b,63513005949.0,37.807638,-121.984517,Danville,CA,suburban,San Ramon Valley Unified SD,Contra Costa,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,low poverty,Grades 3-5,2136.41,32.0,f,9/27/13,10/3/13
6133,0ccc974f1d62b905d6f8fe0915f5122c,359a9ac307b87fb0107ffd0126908a2e,597ba1bbc379578b6ed047b55a71eb31,160210000000.0,43.698433,-116.49179099999999,Star,ID,rural,Meridian Joint School Dist 2,Ada,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades PreK-2,509.78,25.0,f,11/10/13,12/21/13
96560,c5a43cb227f3d67ff941f25a1092c627,516b445330888330595ec55a42cb1fc0,6aec83536b1bb166d485f43bf597f71a,130315000000.0,33.035616999999995,-83.580636,Gray,GA,rural,Jones Co School District,Jones,f,f,Mrs.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,high poverty,Grades 3-5,594.04,600.0,f,4/16/13,4/29/13
102705,d2173e18d431c42dde18d6504ea64ccb,9efd196c9d6ff34a1ca5c62bf46d71bb,64c8a48260daf85d037363fb780786c2,220096000000.0,31.616379,-92.207868,Trout,LA,rural,Lasalle Parish School Dist,La Salle,f,f,Ms.,Literacy,Literacy & Language,,,Technology,high poverty,Grades PreK-2,668.72,21.0,f,9/29/13,1/15/14
99993,cc9e4736b8500c15b145f3cca1a231c4,840063983a25b8517ae7b744c8db61a3,52d42f13f3a374bd9e194a48180e4f9a,370120000000.0,34.920252000000005,-77.762849,Beulaville,NC,rural,Duplin Co School District,Duplin,f,f,Mrs.,Music,Music & The Arts,Extracurricular,Applied Learning,Technology,high poverty,Grades 6-8,837.51,80.0,f,5/11/13,8/15/13
43483,5991b6ac327a5f96ab11ca17d10080da,4d58fcbded0e09ce2bf679d0e1b42372,c3baede7eeeedd00f4e95a442b430931,170000000000.0,42.310092,-90.274301,Hanover,IL,rural,River Ridge Cmty Unit SD 210,Jo Daviess,f,f,Mrs.,Music,Music & The Arts,Performing Arts,Music & The Arts,Supplies,moderate poverty,Grades 9-12,427.76,125.0,t,11/4/12,11/24/12
70507,90795467d2b2aa697339dfdfdbc1b4ba,f9774d4dba46391551cb29cea85a53af,4485d41fa23b06f85934ca92abdba5ff,341122000000.0,40.472763,-74.466125,New Brunswick,NJ,urban,New Brunswick School District,Middlesex,f,f,Mrs.,Special Needs,Special Needs,Mathematics,Math & Science,Technology,highest poverty,Grades 6-8,849.44,30.0,f,8/7/12,10/20/12
30713,3f8601660ca9c869ffed845a851e1307,346c416a78f1f7fb7ef2a3586137033c,df74bb3bbc9b4bc9ed3b8eeff239421d,481623000000.0,32.880557,-96.84614599999999,Dallas,TX,urban,Dallas Ind School District,Dallas,f,f,Mrs.,Performing Arts,Music & The Arts,Visual Arts,Music & The Arts,Technology,highest poverty,Grades 9-12,359.94,300.0,t,1/8/13,2/21/13
79688,a309798e4198a12e9f9a708abe6c6d4c,d751345ba10552551c5ca93e075977b2,7e94700c29ff1cda681b7c45af16ed66,261899000000.0,42.627019,-83.519614,White Lake,MI,suburban,Huron Valley School District,Oakland,f,f,Mrs.,Literacy,Literacy & Language,,,Books,moderate poverty,Grades PreK-2,450.95,28.0,f,3/15/12,3/28/12
30887,3fe2b20e3ab2c4f00d20a217329f2dc3,d82748f65eccf4cfe81ceede47c0a79d,865e589e7296cc5ff0f1a0f274316b67,530282000000.0,47.325948,-122.281328,Auburn,WA,suburban,Federal Way School Dist 210,King,f,f,Mrs.,Literacy,Literacy & Language,Early Development,Applied Learning,Supplies,high poverty,Grades PreK-2,183.59,25.0,f,8/4/13,8/16/13
27075,37f302b99c783efe68ac4d0af808322c,70b228c15d0b7e6122814a54c884fd84,ff1d8179ee9b298822da8a955372b1ad,62271003311.0,34.158553999999995,-118.417282,Sherman Oaks,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Applied Sciences,Math & Science,Literacy,Literacy & Language,Technology,moderate poverty,Grades 3-5,348.79,26.0,t,12/27/12,1/20/13
91373,bb08f144e22e9169c37dc9b41b55a566,5f40489ccfbfb499c08b8f73065b8756,0d7445b2bb6a2604f5c2ca8051009ba6,120087000000.0,27.739335999999998,-82.36663100000001,Ruskin,FL,rural,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Supplies,highest poverty,Grades 3-5,538.95,25.0,f,7/22/13,11/17/13
57491,7652cb6cc1ced28c1b43f027905ce9f5,f08f1ed6b4bd74f0970bc497cdb0efd0,e808ce0c6c500ea0e017b44bf787357d,360012000000.0,40.595921000000004,-73.780975,Far Rockaway,NY,urban,New York City Dept Of Ed,Queens,f,f,Mrs.,Literature & Writing,Literacy & Language,,,Books,highest poverty,Grades PreK-2,678.92,23.0,f,11/27/12,12/21/12
47340,618533d3225758df07035179ce5d8bde,95ad174a43f3c7e95590d1428a951dd8,6556ed305e662bf897a7bc5d8fcd6450,120087000000.0,28.056931,-82.47776800000001,Tampa,FL,urban,Hillsborough Co Pub Sch Dist,Hillsborough,f,f,Ms.,Literacy,Literacy & Language,ESL,Literacy & Language,Technology,high poverty,Grades PreK-2,338.45,27.0,f,4/1/12,4/7/12
122728,fb7eb2d560a3f53ff6cc3f93f9308d71,9375b55875920d1f3ffc737a04f08e0f,b55d1134d69142c3d3b285a0f717ebdd,10243001035.0,32.378239,-86.271057,Montgomery,AL,urban,Montgomery Co School District,Montgomery,f,f,Mr.,Literature & Writing,Literacy & Language,History & Geography,History & Civics,Books,highest poverty,Grades 9-12,259.24,110.0,f,12/7/12,3/30/13
97145,c6e676e880e358a4cbdf54085a36b849,fae60895c98ab4c49008af2e9c49fe1b,20331a9c4068c933774735311861fd9c,360008000000.0,40.774338,-73.984751,New York,NY,urban,New York City Dept Of Ed,New York (Manhattan),f,f,Mrs.,Visual Arts,Music & The Arts,Other,Applied Learning,Technology,highest poverty,Grades 9-12,496.36,300.0,t,9/17/12,10/15/12
57490,76521b1979bcb01ed274728e9675c0b3,ce9bc33edbab14413a0a842f3d06df0d,6316c3d9cb73350b2a95c12cb8dc1b27,402025000000.0,35.326623,-97.505367,Moore,OK,suburban,Moore School District I-2,Cleveland,f,f,Ms.,Mathematics,Math & Science,Health & Life Science,Math & Science,Technology,highest poverty,Grades 6-8,1676.33,55.0,f,7/26/13,9/1/13
73245,962c214f0adbe5a6c78a1c14ff3bba82,ce80b501a0243748af55d00dc087c281,ee929b84c2a08306d5e08cd668da6ec5,250702000000.0,42.648813,-71.348951,Lowell,MA,suburban,Lowell Public School District,Middlesex,f,f,Ms.,Environmental Science,Math & Science,Literacy,Literacy & Language,Books,highest poverty,Grades 6-8,410.68,120.0,t,9/3/13,10/18/13
65759,86c0ea92f491ee3d9039e0ac34ce05a2,5bdb6665f31ec43361a295db188c8a04,e65239727c08e6b13443a563d7592419,,40.812793,-81.34302199999999,Canton,OH,urban,Ohio Department of Education,Stark,t,f,Ms.,Literature & Writing,Literacy & Language,Special Needs,Special Needs,Supplies,highest poverty,Grades PreK-2,607.75,30.0,f,11/23/13,1/18/14
77897,9f65ee834aefb5acb591faf28ccc3079,bf124deea366019790e5d1498e248e6a,26f633a795efdce4bc3291c310cb7833,360009000000.0,40.854713000000004,-73.881489,Bronx,NY,urban,New York City Dept Of Ed,Bronx,f,f,Mrs.,Mathematics,Math & Science,Literacy,Literacy & Language,Technology,highest poverty,Grades 3-5,873.32,36.0,f,4/4/12,6/13/12
15121,1f55be5f66915d8533d0737f1c8cbb39,44aa245c06ea4ffb01823c2eaf32e921,a1e35a01425266cb406081c9c5d516f0,62466003699.0,37.364204,-120.61611599999999,Atwater,CA,suburban,Merced Union High School Dist,Merced,f,f,Mr.,Gym & Fitness,Health & Sports,Sports,Health & Sports,Supplies,highest poverty,Grades 9-12,1173.45,750.0,f,4/23/12,6/9/12
84623,ad1827a8dbea4277f13bd572eef10238,5509ac24ec6695c6f02ecc456a9e964b,ce7add6c81bb419a1ad0aefb7e5074c1,450234000000.0,34.189125,-82.186432,Greenwood,SC,,Greenwood School District 50,Greenwood,f,f,Ms.,History & Geography,History & Civics,Civics & Government,History & Civics,Books,highest poverty,Grades 9-12,536.41,66.0,f,12/8/12,3/14/13
86071,b01953deff9e1cf095c6e8623c58fc6f,3b434fe0677d0b08406f1e56ea81ff9c,6dde490a97d16a1c19435847dbc807b2,470075000000.0,35.959445,-83.255887,Newport,TN,,Cocke Co School District,Cocke,f,f,Mr.,Literature & Writing,Literacy & Language,Social Sciences,History & Civics,Technology,highest poverty,Grades 3-5,335.98,49.0,f,12/22/13,4/14/14
37926,4e26f2569498620ec8a905afab177b0b,d7bfb4677a57abd111561410da5d45df,d25dd3aa235c93aa54a6ab47c05f81cc,483039000000.0,32.711591999999996,-96.58806,Balch Springs,TX,suburban,Mesquite Ind School District,Dallas,f,f,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades PreK-2,599.42,22.0,t,6/24/12,9/11/12
86203,b059b3f7e3d1c322798c60a8acfd0772,a677f3b15c78e479ee56c10929165dea,6bf1a8baab422bc75c7c48b47a59f38b,64116006792.0,36.343235,-119.25219399999999,Visalia,CA,,Visalia Unif School District,Tulare,f,f,Mrs.,Visual Arts,Music & The Arts,Literacy,Literacy & Language,Supplies,highest poverty,Grades 9-12,508.02,200.0,t,12/5/13,12/24/13
37686,4db02085d6b4a3c72cdeed5c05ca3924,cd285a7d77f0844e073b27fd794c448e,fa38852a664748c4875a2ed6742b89ba,465982000000.0,44.073444,-103.292141,Rapid City,SD,urban,Rapid City Area Sch Dist 51-4,Pennington,f,f,Mrs.,Health & Life Science,Math & Science,,,Other,high poverty,Grades 9-12,1042.18,125.0,f,8/27/12,12/8/12
40720,53dc17fc1db3f8a7395fca061432efad,0443198cc1b550b4bb630283d9954269,d8672510761edeb68d05b6bafeb99526,10000501616.0,34.289631,-86.19220200000001,Albertville,AL,,Albertville City School Dist,Marshall,f,f,Mrs.,Literacy,Literacy & Language,Visual Arts,Music & The Arts,Supplies,highest poverty,Grades PreK-2,1006.28,20.0,t,7/10/12,10/16/12
119467,f4854ba153573e285f9a7361b7059be9,a89f1c21953afd962c2e0f3795bc5dc5,eefb4aa4b22e01a5cf5f4c77862f04bd,400849000000.0,36.939816,-94.870559,Commerce,OK,,Commerce School District I-18,Ottawa,f,f,Mrs.,Mathematics,Math & Science,,,Supplies,highest poverty,Grades 3-5,289.61,21.0,t,8/4/13,9/6/13
75421,9a75db4ffaadb9d12e36e1b2ecbb2d25,19b33f5ad4a6fa013575c56ad7452321,4e2c8a129dee5c4bbd7f635b2e088613,390438000000.0,41.47684,-81.715193,Cleveland,OH,urban,Cleveland Metro School Dist,Cuyahoga,f,t,Mrs.,Literacy,Literacy & Language,,,Books,highest poverty,Grades 6-8,512.02,74.0,f,11/17/13,2/19/14
14933,1eed2baaedbf1bc2c50e10669f2cc89c,be2b4913082219f6063cfb63cb474de2,b360c7fbfb62fe16ecbe416554f8a1e4,62805008680.0,37.782084999999995,-122.224369,Oakland,CA,urban,Oakland Unified School Dist,Alameda,f,f,Mr.,Sports,Health & Sports,Extracurricular,Applied Learning,Supplies,highest poverty,Grades 6-8,381.48,301.0,f,9/17/12,10/3/12
14810,1eaaf88c977a387a29d95d986e10737a,21a05bc4a73ba5d0c274578881dda856,69dec26fd45cd8be455bc698e2c24e47,62271003215.0,34.087734000000005,-118.21913899999998,Los Angeles,CA,urban,Los Angeles Unif Sch Dist,Los Angeles,f,f,Ms.,Performing Arts,Music & The Arts,Literature & Writing,Literacy & Language,Supplies,high poverty,Grades 6-8,770.12,50.0,f,2/5/12,5/29/12
30763,3fa295e299f035a84421a2cda9fd472d,3228f2b8f55442f13081728e85d319e8,05c4065dfb3cf9e93a55ed14c3c948fc,50568000274.0,33.215012,-92.66155,El Dorado,AR,,El Dorado School District,Union,f,f,Mr.,Literature & Writing,Literacy & Language,,,Books,high poverty,Grades 9-12,1101.75,108.0,f,7/18/12,9/9/12
